date,avg
2015-01-01,38.00
2015-01-02,38.00
2015-01-03,43.00
2015-01-04,38.00
2015-01-05,38.00
2015-01-06,41.00
2015-01-07,39.00
2015-01-08,38.00
2015-01-09,40.00
2015-01-11,19.00
2015-01-12,28.00
2015-01-13,29.00
2015-01-14,29.00
2015-01-15,28.00
2015-01-16,29.00
2015-01-17,28.00
2015-01-18,45.00
2015-01-19,35.00
2015-01-20,30.00
2015-01-21,32.00
2015-01-22,33.00
2015-01-23,33.00
2015-01-25,33.00
2015-01-26,33.00
2015-01-27,29.00
2015-01-28,28.00
2015-01-29,35.00
2015-01-31,38.00
2015-02-01,38.00
2015-02-02,33.00
2015-02-03,33.00
2015-02-04,28.00
2015-02-05,28.00
2015-02-06,28.00
2015-02-07,28.00
2015-02-08,28.00
2015-02-09,28.00
2015-02-10,28.00
2015-02-11,28.00
2015-02-12,28.00
2015-02-13,28.00
2015-02-14,28.00
2015-02-15,28.00
2015-02-16,29.00
2015-02-18,28.00
2015-02-19,28.00
2015-02-20,28.00
2015-02-22,28.00
2015-02-23,28.00
2015-02-24,28.00
2015-02-25,28.00
2015-02-26,28.00
2015-02-27,27.00
2015-03-01,28.00
2015-03-02,28.00
2015-03-03,33.00
2015-03-06,33.00
2015-03-09,33.00
2015-03-10,33.00
2015-03-11,39.00
2015-03-12,40.00
2015-03-13,43.00
2015-03-14,43.00
2015-03-15,43.00
2015-03-16,39.00
2015-03-17,38.00
2015-03-18,38.00
2015-03-19,39.00
2015-03-20,38.00
2015-03-21,38.00
2015-03-22,38.00
2015-03-23,37.00
2015-03-24,38.00
2015-03-25,38.00
2015-03-26,38.00
2015-03-27,40.00
2015-03-28,48.00
2015-03-29,58.00
2015-03-30,53.00
2015-03-31,44.00
2015-04-01,43.00
2015-04-02,41.00
2015-04-03,32.00
2015-04-04,33.00
2015-04-05,33.00
2015-04-06,32.00
2015-04-07,33.00
2015-04-08,33.00
2015-04-10,39.00
2015-04-12,48.00
2015-04-13,43.00
2015-04-14,41.00
2015-04-15,37.00
2015-04-16,38.00
2015-04-17,38.00
2015-04-18,34.00
2015-04-19,38.00
2015-04-20,29.00
2015-04-21,33.00
2015-04-22,37.00
2015-04-23,38.00
2015-04-24,38.00
2015-04-25,38.00
2015-04-26,41.00
2015-04-27,38.00
2015-04-28,63.00
2015-04-29,48.00
2015-04-30,43.00
2015-05-01,42.00
2015-05-02,38.00
2015-05-03,37.00
2015-05-04,53.00
2015-05-05,63.00
2015-05-06,63.00
2015-05-07,63.00
2015-05-08,63.00
2015-05-10,58.00
2015-05-11,53.00
2015-05-12,42.00
2015-05-13,38.00
2015-05-14,43.00
2015-05-15,37.00
2015-05-16,37.00
2015-05-17,38.00
2015-05-18,38.00
2015-05-19,38.00
2015-05-20,42.00
2015-05-21,43.00
2015-05-22,62.00
2015-05-23,73.00
2015-05-24,61.00
2015-05-25,63.00
2015-05-26,63.00
2015-05-27,47.00
2015-05-28,57.00
2015-05-29,58.00
2015-05-30,51.00
2015-05-31,53.00
2015-06-01,47.00
2015-06-02,44.00
2015-06-03,43.00
2015-06-04,47.00
2015-06-05,43.00
2015-06-06,48.00
2015-06-07,39.00
2015-06-08,41.00
2015-06-09,39.00
2015-06-10,39.00
2015-06-11,39.00
2015-06-12,39.00
2015-06-13,41.00
2015-06-14,41.00
2015-06-15,40.00
2015-06-16,30.00
2015-06-17,47.00
2015-06-18,42.00
2015-06-19,43.00
2015-06-20,41.00
2015-06-21,40.00
2015-06-22,41.00
2015-06-23,43.00
2015-06-24,43.00
2015-06-25,44.00
2015-06-26,55.00
2015-06-27,55.00
2015-06-28,58.00
2015-06-29,55.00
2015-06-30,55.00
2015-07-01,55.00
2015-07-02,55.00
2015-07-03,55.00
2015-07-04,59.00
2015-07-05,55.00
2015-07-06,55.00
2015-07-07,55.00
2015-07-08,55.00
2015-07-09,53.00
2015-07-10,55.00
2015-07-11,54.00
2015-07-12,63.00
2015-07-13,65.00
2015-07-14,63.00
2015-07-15,55.00
2015-07-16,55.00
2015-07-17,55.00
2015-07-18,56.00
2015-07-19,55.00
2015-07-20,55.00
2015-07-21,65.00
2015-07-22,55.00
2015-07-23,55.00
2015-07-24,55.00
2015-07-25,60.00
2015-07-26,55.00
2015-07-27,45.00
2015-07-28,45.00
2015-07-29,50.00
2015-07-30,51.00
2015-07-31,50.00
2015-08-01,52.00
2015-08-02,55.00
2015-08-03,55.00
2015-08-04,55.00
2015-08-05,55.00
2015-08-06,45.00
2015-08-07,45.00
2015-08-08,52.00
2015-08-09,55.00
2015-08-10,45.00
2015-08-11,45.00
2015-08-12,45.00
2015-08-13,44.00
2015-08-14,42.00
2015-08-15,40.00
2015-08-16,40.00
2015-08-17,38.00
2015-08-18,38.00
2015-08-19,38.00
2015-08-20,38.00
2015-08-21,42.00
2015-08-22,40.00
2015-08-23,45.00
2015-08-24,45.00
2015-08-25,38.00
2015-08-26,42.00
2015-08-27,45.00
2015-08-28,43.00
2015-08-29,41.00
2015-08-30,41.00
2015-08-31,42.00
2015-09-01,38.00
2015-09-02,38.00
2015-09-03,38.00
2015-09-04,38.00
2015-09-05,35.00
2015-09-06,33.00
2015-09-07,32.00
2015-09-08,33.00
2015-09-09,29.00
2015-09-10,29.00
2015-09-11,28.00
2015-09-12,26.00
2015-09-13,35.00
2015-09-14,38.00
2015-09-15,38.00
2015-09-16,35.00
2015-09-17,33.00
2015-09-18,33.00
2015-09-19,30.00
2015-09-20,31.00
2015-09-21,31.00
2015-09-22,32.00
2015-09-23,38.00
2015-09-24,38.00
2015-09-25,35.00
2015-09-26,35.00
2015-09-27,38.00
2015-09-28,38.00
2015-09-29,53.00
2015-09-30,63.00
2015-10-01,58.00
2015-10-02,58.00
2015-10-03,50.00
2015-10-04,53.00
2015-10-05,48.00
2015-10-06,38.00
2015-10-07,38.00
2015-10-08,38.00
2015-10-09,38.00
2015-10-10,39.00
2015-10-11,45.00
2015-10-12,45.00
2015-10-13,45.00
2015-10-14,48.00
2015-10-15,55.00
2015-10-16,45.00
2015-10-17,45.00
2015-10-18,45.00
2015-10-19,45.00
2015-10-20,45.00
2015-10-21,45.00
2015-10-22,45.00
2015-10-23,45.00
2015-10-24,45.00
2015-10-25,45.00
2015-10-26,38.00
2015-10-27,35.00
2015-10-28,35.00
2015-10-29,28.00
2015-10-30,35.00
2015-10-31,39.00
2015-11-01,45.00
2015-11-02,55.00
2015-11-03,55.00
2015-11-04,55.00
2015-11-05,55.00
2015-11-06,55.00
2015-11-07,58.00
2015-11-08,55.00
2015-11-09,55.00
2015-11-10,60.00
2015-11-11,65.00
2015-11-12,75.00
2015-11-13,77.00
2015-11-14,73.00
2015-11-15,95.00
2015-11-16,75.00
2015-11-17,95.00
2015-11-18,75.00
2015-11-19,75.00
2015-11-20,75.00
2015-11-21,70.00
2015-11-22,65.00
2015-11-23,75.00
2015-11-24,65.00
2015-11-25,75.00
2015-11-26,85.00
2015-11-27,95.00
2015-11-28,83.00
2015-11-29,63.00
2015-11-30,75.00
2015-12-01,75.00
2015-12-02,65.00
2015-12-03,65.00
2015-12-04,55.00
2015-12-05,49.00
2015-12-06,52.00
2015-12-07,55.00
2015-12-08,55.00
2015-12-09,55.00
2015-12-10,48.00
2015-12-11,48.00
2015-12-12,55.00
2015-12-13,55.00
2015-12-14,55.00
2015-12-15,55.00
2015-12-16,48.00
2015-12-17,45.00
2015-12-18,45.00
2015-12-19,45.00
2015-12-20,48.00
2015-12-21,45.00
2015-12-22,45.00
2015-12-23,45.00
2015-12-24,45.00
2015-12-25,46.00
2015-12-26,54.00
2015-12-27,55.00
2015-12-28,55.00
2015-12-29,55.00
2015-12-30,53.00
2015-12-31,55.00
2016-01-01,55.00
2016-01-02,55.00
2016-01-03,45.00
2016-01-04,45.00
2016-01-05,45.00
2016-01-06,45.00
2016-01-07,45.00
2016-01-08,42.00
2016-01-09,42.00
2016-01-10,42.00
2016-01-11,42.00
2016-01-12,42.00
2016-01-13,45.00
2016-01-14,42.00
2016-01-15,42.00
2016-01-16,45.00
2016-01-17,42.00
2016-01-18,42.00
2016-01-19,45.00
2016-01-20,45.00
2016-01-21,45.00
2016-01-22,45.00
2016-01-23,44.00
2016-01-24,45.00
2016-01-25,45.00
2016-01-26,45.00
2016-01-27,42.00
2016-01-28,42.00
2016-01-29,45.00
2016-01-30,48.00
2016-01-31,38.00
2016-02-01,38.00
2016-02-02,38.00
2016-02-03,38.00
2016-02-04,45.00
2016-02-05,45.00
2016-02-06,44.00
2016-02-07,42.00
2016-02-08,42.00
2016-02-09,42.00
2016-02-10,42.00
2016-02-11,38.00
2016-02-12,38.00
2016-02-13,38.00
2016-02-14,38.00
2016-02-15,35.00
2016-02-16,38.00
2016-02-17,38.00
2016-02-18,38.00
2016-02-19,38.00
2016-02-20,39.00
2016-02-21,38.00
2016-02-22,38.00
2016-02-23,38.00
2016-02-24,38.00
2016-02-25,38.00
2016-02-26,38.00
2016-02-27,38.00
2016-02-28,38.00
2016-02-29,38.00
2016-03-01,45.00
2016-03-02,45.00
2016-03-04,38.00
2016-03-05,39.00
2016-03-06,38.00
2016-03-07,32.00
2016-03-08,29.00
2016-03-09,38.00
2016-03-10,33.00
2016-03-11,38.00
2016-03-12,40.00
2016-03-13,41.00
2016-03-15,37.00
2016-03-16,38.00
2016-03-17,38.00
2016-03-18,38.00
2016-03-19,38.00
2016-03-20,38.00
2016-03-21,35.00
2016-03-22,36.00
2016-03-23,35.00
2016-03-24,35.00
2016-03-25,35.00
2016-03-26,36.00
2016-03-27,35.00
2016-03-28,35.00
2016-03-29,35.00
2016-03-30,33.00
2016-03-31,33.00
2016-04-01,28.00
2016-04-02,29.00
2016-04-03,28.00
2016-04-04,35.00
2016-04-05,35.00
2016-04-06,33.00
2016-04-07,29.00
2016-04-08,29.00
2016-04-09,29.00
2016-04-10,28.00
2016-04-11,35.00
2016-04-12,35.00
2016-04-13,31.00
2016-04-14,35.00
2016-04-15,33.00
2016-04-16,33.00
2016-04-17,33.00
2016-04-18,33.00
2016-04-19,28.00
2016-04-20,28.00
2016-04-21,28.00
2016-04-22,28.00
2016-04-23,29.00
2016-04-24,35.00
2016-04-25,35.00
2016-04-26,35.00
2016-04-27,39.00
2016-04-28,42.00
2016-04-29,48.00
2016-04-30,48.00
2016-05-01,43.00
2016-05-02,45.00
2016-05-03,42.00
2016-05-04,48.00
2016-05-05,55.00
2016-05-06,54.00
2016-05-07,54.00
2016-05-08,48.00
2016-05-09,45.00
2016-05-10,48.00
2016-05-11,48.00
2016-05-12,48.00
2016-05-13,48.00
2016-05-14,54.00
2016-05-15,48.00
2016-05-16,55.00
2016-05-17,55.00
2016-05-18,55.00
2016-05-19,55.00
2016-05-20,65.00
2016-05-21,66.00
2016-05-22,65.00
2016-05-23,65.00
2016-05-24,66.00
2016-05-25,45.00
2016-05-26,45.00
2016-05-27,38.00
2016-05-28,37.00
2016-05-29,55.00
2016-05-30,65.00
2016-05-31,55.00
2016-06-01,55.00
2016-06-02,55.00
2016-06-03,55.00
2016-06-04,54.00
2016-06-05,65.00
2016-06-06,55.00
2016-06-07,55.00
2016-06-08,55.00
2016-06-09,55.00
2016-06-10,55.00
2016-06-11,54.00
2016-06-12,55.00
2016-06-13,54.00
2016-06-14,56.00
2016-06-15,55.00
2016-06-16,54.00
2016-06-17,45.00
2016-06-18,45.00
2016-06-19,55.00
2016-06-20,65.00
2016-06-21,75.00
2016-06-24,65.00
2016-06-26,65.00
2016-06-28,75.00
2016-06-29,75.00
2016-06-30,85.00
2016-07-01,85.00
2016-07-02,85.00
2016-07-03,85.00
2016-07-04,85.00
2016-07-05,85.00
2016-07-06,75.00
2016-07-07,75.00
2016-07-08,74.00
2016-07-09,76.00
2016-07-10,75.00
2016-07-11,85.00
2016-07-12,95.00
2016-07-13,75.00
2016-07-14,75.00
2016-07-15,75.00
2016-07-16,75.00
2016-07-17,62.00
2016-07-18,55.00
2016-07-19,55.00
2016-07-20,55.00
2016-07-21,55.00
2016-07-22,65.00
2016-07-23,65.00
2016-07-24,75.00
2016-07-25,72.00
2016-07-26,82.00
2016-07-27,78.00
2016-07-28,75.00
2016-07-29,75.00
2016-07-30,71.00
2016-07-31,68.00
2016-08-01,68.00
2016-08-02,65.00
2016-08-03,72.00
2016-08-04,68.00
2016-08-05,62.00
2016-08-06,55.00
2016-08-07,58.00
2016-08-08,58.00
2016-08-09,52.00
2016-08-10,52.00
2016-08-11,52.00
2016-08-12,52.00
2016-08-13,48.00
2016-08-14,48.00
2016-08-15,52.00
2016-08-16,48.00
2016-08-17,48.00
2016-08-18,58.00
2016-08-19,58.00
2016-08-20,50.00
2016-08-21,48.00
2016-08-22,48.00
2016-08-23,45.00
2016-08-24,42.00
2016-08-25,40.00
2016-08-26,38.00
2016-08-27,37.00
2016-08-28,38.00
2016-08-29,38.00
2016-08-30,38.00
2016-08-31,38.00
2016-09-01,42.00
2016-09-02,55.00
2016-09-03,46.00
2016-09-04,50.00
2016-09-05,38.00
2016-09-06,38.00
2016-09-07,33.00
2016-09-08,38.00
2016-09-09,38.00
2016-09-10,38.00
2016-09-11,48.00
2016-09-12,52.00
2016-09-13,52.00
2016-09-14,52.00
2016-09-15,52.00
2016-09-16,42.00
2016-09-17,40.00
2016-09-18,38.00
2016-09-19,38.00
2016-09-20,38.00
2016-09-21,38.00
2016-09-22,38.00
2016-09-23,38.00
2016-09-24,38.00
2016-09-25,48.00
2016-09-26,38.00
2016-09-27,38.00
2016-09-28,38.00
2016-09-29,48.00
2016-09-30,52.00
2016-10-01,48.00
2016-10-02,48.00
2016-10-03,48.00
2016-10-04,48.00
2016-10-05,48.00
2016-10-06,58.00
2016-10-07,58.00
2016-10-08,46.00
2016-10-09,48.00
2016-10-10,48.00
2016-10-11,52.00
2016-10-12,48.00
2016-10-13,48.00
2016-10-14,48.00
2016-10-15,47.00
2016-10-16,52.00
2016-10-17,58.00
2016-10-18,58.00
2016-10-19,58.00
2016-10-20,57.00
2016-10-21,55.00
2016-10-22,52.00
2016-10-23,48.00
2016-10-24,38.00
2016-10-25,42.00
2016-10-26,45.00
2016-10-27,38.00
2016-10-28,38.00
2016-10-29,38.00
2016-10-30,38.00
2016-10-31,38.00
2016-11-01,38.00
2016-11-02,38.00
2016-11-03,38.00
2016-11-04,37.00
2016-11-05,38.00
2016-11-06,34.00
2016-11-07,38.00
2016-11-08,38.00
2016-11-09,38.00
2016-11-10,42.00
2016-11-11,38.00
2016-11-12,37.00
2016-11-13,38.00
2016-11-14,35.00
2016-11-15,35.00
2016-11-16,38.00
2016-11-17,38.00
2016-11-18,38.00
2016-11-19,38.00
2016-11-20,38.00
2016-11-21,42.00
2016-11-22,42.00
2016-11-23,42.00
2016-11-24,42.00
2016-11-25,38.00
2016-11-26,37.00
2016-11-27,42.00
2016-11-28,38.00
2016-11-29,38.00
2016-11-30,38.00
2016-12-01,38.00
2016-12-02,38.00
2016-12-03,38.00
2016-12-04,38.00
2016-12-05,38.00
2016-12-06,38.00
2016-12-07,38.00
2016-12-08,33.00
2016-12-09,38.00
2016-12-10,37.00
2016-12-11,38.00
2016-12-12,35.00
2016-12-13,38.00
2016-12-14,38.00
2016-12-15,38.00
2016-12-16,38.00
2016-12-17,30.00
2016-12-18,38.00
2016-12-19,38.00
2016-12-20,33.00
2016-12-21,33.00
2016-12-22,33.00
2016-12-23,33.00
2016-12-24,33.00
2016-12-25,33.00
2016-12-26,33.00
2016-12-27,28.00
2016-12-28,28.00
2016-12-29,28.00
2016-12-30,26.00
2016-12-31,28.00
2017-01-01,28.00
2017-01-02,28.00
2017-01-03,28.00
2017-01-04,38.00
2017-01-05,28.00
2017-01-06,28.00
2017-01-07,28.00
2017-01-08,28.00
2017-01-09,28.00
2017-01-10,28.00
2017-01-11,28.00
2017-01-12,28.00
2017-01-13,22.00
2017-01-14,23.00
2017-01-15,22.00
2017-01-16,28.00
2017-01-17,28.00
2017-01-18,45.00
2017-01-19,38.00
2017-01-20,38.00
2017-01-21,37.00
2017-01-22,38.00
2017-01-23,38.00
2017-01-24,38.00
2017-01-25,38.00
2017-01-26,33.00
2017-01-27,33.00
2017-01-28,30.00
2017-01-29,30.00
2017-01-30,32.00
2017-01-31,28.00
2017-02-01,33.00
2017-02-02,33.00
2017-02-03,33.00
2017-02-04,28.00
2017-02-05,33.00
2017-02-06,22.00
2017-02-07,28.00
2017-02-08,28.00
2017-02-09,28.00
2017-02-10,28.00
2017-02-11,28.00
2017-02-12,28.00
2017-02-13,28.00
2017-02-14,28.00
2017-02-15,28.00
2017-02-16,28.00
2017-02-17,28.00
2017-02-18,28.00
2017-02-19,33.00
2017-02-20,33.00
2017-02-21,33.00
2017-02-22,28.00
2017-02-23,28.00
2017-02-25,28.00
2017-02-26,28.00
2017-02-27,22.00
2017-02-28,28.00
2017-03-01,28.00
2017-03-02,22.00
2017-03-04,22.00
2017-03-05,28.00
2017-03-06,28.00
2017-03-07,28.00
2017-03-08,28.00
2017-03-09,28.00
2017-03-10,28.00
2017-03-11,28.00
2017-03-13,28.00
2017-03-14,28.00
2017-03-15,28.00
2017-03-16,28.00
2017-03-17,28.00
2017-03-18,28.00
2017-03-19,28.00
2017-03-20,28.00
2017-03-21,28.00
2017-03-22,28.00
2017-03-23,28.00
2017-03-24,28.00
2017-03-25,28.00
2017-03-26,28.00
2017-03-27,28.00
2017-03-28,28.00
2017-03-29,27.00
2017-03-30,28.00
2017-03-31,28.00
2017-04-01,28.00
2017-04-02,28.00
2017-04-03,28.00
2017-04-04,28.00
2017-04-05,33.00
2017-04-06,33.00
2017-04-07,33.00
2017-04-08,33.00
2017-04-09,33.00
2017-04-10,27.00
2017-04-11,27.00
2017-04-12,28.00
2017-04-13,28.00
2017-04-14,33.00
2017-04-15,30.00
2017-04-16,28.00
2017-04-17,28.00
2017-04-18,33.00
2017-04-19,33.00
2017-04-20,33.00
2017-04-21,28.00
2017-04-22,28.00
2017-04-23,33.00
2017-04-24,33.00
2017-04-25,28.00
2017-04-26,28.00
2017-04-27,28.00
2017-04-28,28.00
2017-04-29,27.00
2017-04-30,28.00
2017-05-01,33.00
2017-05-02,33.00
2017-05-03,33.00
2017-05-04,28.00
2017-05-05,28.00
2017-05-06,32.00
2017-05-07,28.00
2017-05-08,28.00
2017-05-09,28.00
2017-05-10,32.00
2017-05-11,43.00
2017-05-12,45.00
2017-05-13,46.00
2017-05-15,42.00
2017-05-16,43.00
2017-05-17,46.00
2017-05-18,42.00
2017-05-19,48.00
2017-05-20,48.00
2017-05-21,38.00
2017-05-22,38.00
2017-05-23,33.00
2017-05-24,33.00
2017-05-25,33.00
2017-05-26,33.00
2017-05-27,33.00
2017-05-28,33.00
2017-05-29,32.00
2017-05-30,33.00
2017-05-31,42.00
2017-06-01,42.00
2017-06-02,38.00
2017-06-03,38.00
2017-06-04,48.00
2017-06-05,48.00
2017-06-06,52.00
2017-06-07,58.00
2017-06-08,51.00
2017-06-09,48.00
2017-06-10,48.00
2017-06-11,48.00
2017-06-12,48.00
2017-06-13,42.00
2017-06-14,42.00
2017-06-15,42.00
2017-06-16,42.00
2017-06-17,42.00
2017-06-18,38.00
2017-06-19,38.00
2017-06-20,38.00
2017-06-21,38.00
2017-06-22,38.00
2017-06-23,52.00
2017-06-24,51.00
2017-06-27,42.00
2017-06-28,42.00
2017-06-29,42.00
2017-06-30,38.00
2017-07-01,38.00
2017-07-02,38.00
2017-07-04,48.00
2017-07-05,55.00
2017-07-06,45.00
2017-07-07,48.00
2017-07-08,48.00
2017-07-09,43.00
2017-07-10,38.00
2017-07-11,38.00
2017-07-12,48.00
2017-07-13,43.00
2017-07-14,43.00
2017-07-15,43.00
2017-07-16,43.00
2017-07-17,43.00
2017-07-18,43.00
2017-07-19,43.00
2017-07-20,38.00
2017-07-21,43.00
2017-07-22,43.00
2017-07-23,38.00
2017-07-24,38.00
2017-07-25,38.00
2017-07-26,43.00
2017-07-27,45.00
2017-07-28,48.00
2017-07-29,48.00
2017-07-30,52.00
2017-07-31,53.00
2017-08-01,53.00
2017-08-02,53.00
2017-08-03,53.00
2017-08-04,53.00
2017-08-05,53.00
2017-08-06,53.00
2017-08-21,98.00
2017-08-22,105.00
2017-08-23,95.00
2017-08-24,98.00
2017-08-25,98.00
2017-08-26,98.00
2017-08-27,98.00
2017-08-28,88.00
2017-08-29,85.00
2017-08-30,78.00
2017-08-31,78.00
2017-09-01,88.00
2017-09-02,88.00
2017-09-03,85.00
2017-09-04,78.00
2017-09-05,68.00
2017-09-06,68.00
2017-09-07,68.00
2017-09-08,68.00
2017-09-09,68.00
2017-09-10,68.00
2017-09-11,58.00
2017-09-12,48.00
2017-09-13,48.00
2017-09-14,48.00
2017-09-15,48.00
2017-09-16,47.00
2017-09-17,48.00
2017-09-18,52.00
2017-09-20,58.00
2017-09-21,56.00
2017-09-22,62.00
2017-09-23,63.00
2017-09-24,48.00
2017-09-25,48.00
2017-09-26,48.00
2017-09-27,48.00
2017-09-28,48.00
2017-09-29,48.00
2017-09-30,48.00
2017-10-01,42.00
2017-10-02,48.00
2017-10-03,48.00
2017-10-04,47.00
2017-10-05,42.00
2017-10-06,42.00
2017-10-07,43.00
2017-10-08,58.00
2017-10-09,58.00
2017-10-10,62.00
2017-10-11,78.00
2017-10-12,78.00
2017-10-13,62.00
2017-10-14,62.00
2017-10-15,52.00
2017-10-16,58.00
2017-10-17,62.00
2017-10-18,62.00
2017-10-19,62.00
2017-10-20,32.00
2017-10-21,78.00
2017-10-22,68.00
2017-10-23,62.00
2017-10-24,68.00
2017-10-25,62.00
2017-10-26,62.00
2017-10-27,62.00
2017-10-28,62.00
2017-10-29,72.00
2017-10-30,78.00
2017-10-31,92.00
2017-11-01,105.00
2017-11-02,92.00
2017-11-03,92.00
2017-11-04,92.00
2017-11-05,92.00
2017-11-06,92.00
2017-11-07,88.00
2017-11-08,82.00
2017-11-09,82.00
2017-11-10,88.00
2017-11-11,82.00
